Job_Title,Company,Location,Salary,Skills,Experience,Job_Type,Industry
Data Scientist,Accenture,Kolkata,770415,"Python, Machine Learning, SQL, Pandas",0,Full-Time,IT
Product Analyst,TCS,Kolkata,1013918,"SQL, Python, Tableau",5,Full-Time,Technology
Product Analyst,Microsoft,Bangalore,2156744,"SQL, Python, Tableau",6,Full-Time,Security
Business Analyst,Accenture,Pune,1984545,"Excel, SQL, Power BI, Tableau",2,Full-Time,E-Commerce
AI Engineer,Oracle,Mumbai,645330,"Python, TensorFlow, Deep Learning",2,Full-Time,Consulting
Business Analyst,TCS,Hyderabad,2509201,"Excel, SQL, Power BI, Tableau",8,Full-Time,Consulting
Software Engineer,Capgemini,Mumbai,1336586,"Java, Spring Boot, MySQL",6,Full-Time,Consulting
Cyber Security Analyst,IBM,Kolkata,2511942,"Network Security, SIEM, Python",5,Full-Time,FinTech
Cloud Engineer,Cognizant,Pune,2128989,"AWS, Docker, Kubernetes, Linux",5,Full-Time,E-Commerce
ML Engineer,Flipkart,Delhi,622907,"Python, PyTorch, Machine Learning",3,Full-Time,SaaS
AI Engineer,Zoho,Mumbai,1999182,"Python, TensorFlow, Deep Learning",8,Full-Time,IT
Frontend Developer,IBM,Bangalore,1617895,"JavaScript, React, HTML, CSS",3,Full-Time,FinTech
Cloud Architect,Flipkart,Pune,1988158,"AWS, GCP, Kubernetes",6,Full-Time,Technology
ML Engineer,Amazon,Bangalore,3426057,"Python, PyTorch, Machine Learning",5,Full-Time,FinTech
ML Engineer,Accenture,Kolkata,2861849,"Python, PyTorch, Machine Learning",2,Full-Time,Technology
AI Engineer,TCS,Mumbai,878566,"Python, TensorFlow, Deep Learning",0,Full-Time,IT
Cloud Engineer,Amazon,Mumbai,502866,"AWS, Docker, Kubernetes, Linux",7,Full-Time,E-Commerce
BI Developer,TCS,Bangalore,1857229,"Power BI, SQL, DAX",2,Full-Time,FinTech
BI Developer,Paytm,Chennai,965234,"Power BI, SQL, DAX",2,Full-Time,E-Commerce
BI Developer,Infosys,Chennai,2957932,"Power BI, SQL, DAX",6,Full-Time,E-Commerce
Software Engineer,Zoho,Kolkata,2332358,"Python, Django, PostgreSQL",2,Full-Time,Technology
BI Developer,Flipkart,Chennai,3409003,"Power BI, SQL, DAX",8,Full-Time,Security
ML Engineer,Cognizant,Delhi,2087057,"Python, PyTorch, Machine Learning",2,Full-Time,Technology
BI Developer,Oracle,Noida,3444436,"Power BI, SQL, DAX",0,Full-Time,Technology
ML Engineer,Accenture,Hyderabad,3064318,"Python, PyTorch, Machine Learning",5,Full-Time,Technology
Data Engineer,Amazon,Chennai,1498227,"Python, Spark, Hadoop, SQL",1,Full-Time,Security
Product Analyst,Capgemini,Chennai,3473618,"SQL, Python, Tableau",1,Full-Time,IT
Backend Developer,HCL,Hyderabad,1546650,"Python, Django, PostgreSQL",3,Full-Time,E-Commerce
Cyber Security Analyst,TCS,Noida,505373,"Network Security, SIEM, Python",1,Full-Time,Security
Business Analyst,Microsoft,Noida,2236522,"Excel, SQL, Power BI, Tableau",2,Full-Time,FinTech
Business Analyst,Zoho,Mumbai,2511123,"Excel, SQL, Power BI, Tableau",1,Full-Time,Consulting
Data Scientist,TCS,Chennai,1736936,"Python, TensorFlow, Deep Learning",0,Full-Time,IT
Data Scientist,Flipkart,Noida,1213472,"Python, Machine Learning, SQL, Pandas",5,Full-Time,Security
Data Scientist,Amazon,Kolkata,890509,"Python, Machine Learning, SQL, Pandas",8,Full-Time,Consulting
DevOps Engineer,Flipkart,Noida,3047274,"Docker, Kubernetes, AWS, Jenkins",2,Full-Time,IT
Data Scientist,Accenture,Noida,1362141,"Python, TensorFlow, Deep Learning",5,Full-Time,Security
Backend Developer,Infosys,Bangalore,1496349,"Python, Django, PostgreSQL",4,Full-Time,FinTech
Cloud Engineer,TCS,Chennai,1144202,"AWS, Docker, Kubernetes, Linux",7,Full-Time,Consulting
Data Scientist,Capgemini,Kolkata,3276714,"Python, Machine Learning, SQL, Pandas",4,Full-Time,IT
Data Analyst,Capgemini,Delhi,1216522,"Python, SQL, Power BI, Excel",3,Full-Time,Consulting
Cloud Architect,Zoho,Noida,1793327,"AWS, GCP, Kubernetes",1,Full-Time,Consulting
Product Analyst,Capgemini,Noida,882255,"SQL, Python, Tableau",4,Full-Time,E-Commerce
Product Analyst,Wipro,Kolkata,2049382,"SQL, Python, Tableau",6,Full-Time,E-Commerce
AI Engineer,Accenture,Delhi,1604783,"Python, TensorFlow, Deep Learning",7,Full-Time,Technology
Cyber Security Analyst,Capgemini,Chennai,859482,"Network Security, SIEM, Python",1,Full-Time,SaaS
ML Engineer,TCS,Noida,2821974,"Python, PyTorch, Machine Learning",3,Full-Time,FinTech
DevOps Engineer,Flipkart,Mumbai,2902137,"Docker, Kubernetes, AWS, Jenkins",7,Full-Time,E-Commerce
Data Scientist,TCS,Pune,3496015,"Python, Machine Learning, SQL, Pandas",6,Full-Time,SaaS
AI Engineer,Accenture,Mumbai,1201139,"Python, TensorFlow, Deep Learning",2,Full-Time,IT
Business Analyst,Google,Mumbai,3365235,"Excel, SQL, Power BI, Tableau",1,Full-Time,SaaS
ML Engineer,Flipkart,Hyderabad,1841126,"Python, PyTorch, Machine Learning",4,Full-Time,Consulting
Cloud Engineer,Amazon,Delhi,2815483,"AWS, Docker, Kubernetes, Linux",6,Full-Time,SaaS
Data Analyst,Infosys,Noida,2259904,"Python, SQL, Power BI, Excel",8,Full-Time,Technology
ML Engineer,Oracle,Hyderabad,943064,"Python, PyTorch, Machine Learning",1,Full-Time,SaaS
Cloud Engineer,Cognizant,Noida,2223397,"AWS, Docker, Kubernetes, Linux",5,Full-Time,FinTech
ML Engineer,Wipro,Delhi,657142,"Python, PyTorch, Machine Learning",7,Full-Time,Technology
ML Engineer,Google,Chennai,662665,"Python, PyTorch, Machine Learning",6,Full-Time,IT
BI Developer,Flipkart,Chennai,1626524,"Power BI, SQL, DAX",7,Full-Time,E-Commerce
Cloud Architect,Cognizant,Kolkata,1804215,"AWS, GCP, Kubernetes",4,Full-Time,SaaS
Frontend Developer,HCL,Kolkata,1760306,"React, TypeScript, CSS",2,Full-Time,E-Commerce
BI Developer,Capgemini,Hyderabad,3037466,"Power BI, SQL, DAX",6,Full-Time,Consulting
Frontend Developer,Zoho,Chennai,2531973,"JavaScript, React, HTML, CSS",6,Full-Time,FinTech
Cyber Security Analyst,Cognizant,Noida,775217,"Network Security, SIEM, Python",2,Full-Time,SaaS
Cloud Architect,TCS,Pune,2885184,"AWS, GCP, Kubernetes",8,Full-Time,SaaS
Frontend Developer,TCS,Kolkata,1546438,"JavaScript, React, HTML, CSS",0,Full-Time,E-Commerce
BI Developer,Amazon,Kolkata,1649144,"Power BI, SQL, DAX",3,Full-Time,Security
Product Analyst,TCS,Mumbai,3357052,"SQL, Python, Tableau",1,Full-Time,Consulting
ML Engineer,Paytm,Kolkata,1244839,"Python, PyTorch, Machine Learning",7,Full-Time,E-Commerce
Software Engineer,Infosys,Delhi,3389248,"Java, Spring Boot, MySQL",4,Full-Time,Consulting
Data Analyst,Zoho,Mumbai,2900224,"Python, SQL, Power BI, Excel",2,Full-Time,Security
Frontend Developer,Capgemini,Noida,1628618,"JavaScript, React, HTML, CSS",3,Full-Time,SaaS
Cyber Security Analyst,Flipkart,Pune,2488507,"Network Security, SIEM, Python",0,Full-Time,FinTech
Cyber Security Analyst,Cognizant,Delhi,1438559,"Network Security, SIEM, Python",0,Full-Time,Consulting
Product Analyst,Microsoft,Delhi,1962592,"SQL, Python, Tableau",6,Full-Time,Consulting
Backend Developer,Google,Hyderabad,3115593,"Node.js, MongoDB, Express",8,Full-Time,FinTech
DevOps Engineer,Capgemini,Delhi,2854921,"Docker, Kubernetes, AWS, Jenkins",5,Full-Time,Security
Data Scientist,Amazon,Delhi,767752,"Python, TensorFlow, Deep Learning",7,Full-Time,SaaS
Backend Developer,HCL,Delhi,3251965,"Node.js, MongoDB, Express",4,Full-Time,Technology
Cloud Engineer,Zoho,Noida,738130,"AWS, Docker, Kubernetes, Linux",3,Full-Time,Security
Software Engineer,Microsoft,Delhi,3248949,"Python, Django, PostgreSQL",0,Full-Time,Consulting
Business Analyst,Oracle,Mumbai,648138,"Excel, SQL, Power BI, Tableau",6,Full-Time,Security
BI Developer,IBM,Kolkata,3378626,"Power BI, SQL, DAX",3,Full-Time,FinTech
Backend Developer,Flipkart,Pune,3258235,"Python, Django, PostgreSQL",2,Full-Time,IT
AI Engineer,HCL,Pune,1584864,"Python, TensorFlow, Deep Learning",2,Full-Time,Security
Data Scientist,Accenture,Delhi,1990166,"Python, TensorFlow, Deep Learning",3,Full-Time,SaaS
Product Analyst,Cognizant,Delhi,2058949,"SQL, Python, Tableau",5,Full-Time,SaaS
Data Scientist,Paytm,Hyderabad,725137,"Python, TensorFlow, Deep Learning",7,Full-Time,Technology
Cloud Engineer,Google,Delhi,3355053,"AWS, Docker, Kubernetes, Linux",1,Full-Time,IT
Cloud Architect,Accenture,Chennai,1076151,"AWS, GCP, Kubernetes",2,Full-Time,FinTech
Product Analyst,Amazon,Pune,1100725,"SQL, Python, Tableau",7,Full-Time,Consulting
Data Engineer,Capgemini,Bangalore,1814553,"Python, Spark, Hadoop, SQL",2,Full-Time,Consulting
Backend Developer,Oracle,Pune,1207183,"Python, Django, PostgreSQL",3,Full-Time,SaaS
Cyber Security Analyst,Oracle,Noida,1042767,"Network Security, SIEM, Python",1,Full-Time,Consulting
Business Analyst,TCS,Bangalore,2107745,"Excel, SQL, Power BI, Tableau",7,Full-Time,Security
Data Engineer,Zoho,Mumbai,1851459,"Python, Spark, Hadoop, SQL",0,Full-Time,Security
Data Analyst,HCL,Chennai,1449027,"SQL, Tableau, Excel",3,Full-Time,Technology
Data Scientist,Oracle,Delhi,2611146,"Python, Machine Learning, SQL, Pandas",6,Full-Time,IT
Cloud Architect,Cognizant,Kolkata,1750750,"AWS, GCP, Kubernetes",0,Full-Time,Consulting
Product Analyst,Flipkart,Kolkata,1937525,"SQL, Python, Tableau",2,Full-Time,SaaS
Frontend Developer,TCS,Mumbai,2191947,"JavaScript, React, HTML, CSS",2,Full-Time,Security
Software Engineer,Oracle,Pune,591910,"Java, Spring Boot, MySQL",3,Full-Time,E-Commerce
BI Developer,Flipkart,Delhi,2073671,"Power BI, SQL, DAX",0,Full-Time,FinTech
Data Analyst,Paytm,Bangalore,3241261,"Python, SQL, Power BI, Excel",1,Full-Time,Security
Data Scientist,Google,Hyderabad,2363589,"Python, TensorFlow, Deep Learning",6,Full-Time,Consulting
BI Developer,HCL,Bangalore,1361908,"Power BI, SQL, DAX",2,Full-Time,Consulting
DevOps Engineer,IBM,Delhi,3278654,"Docker, Kubernetes, AWS, Jenkins",1,Full-Time,Consulting
Cloud Architect,HCL,Hyderabad,2645742,"AWS, GCP, Kubernetes",1,Full-Time,IT
Cyber Security Analyst,Accenture,Mumbai,2587668,"Network Security, SIEM, Python",1,Full-Time,SaaS
Cloud Engineer,HCL,Noida,2001232,"AWS, Docker, Kubernetes, Linux",3,Full-Time,Technology
Data Analyst,Flipkart,Mumbai,2581862,"Python, SQL, Tableau",8,Full-Time,Consulting
Data Engineer,TCS,Hyderabad,511484,"Python, Spark, Hadoop, SQL",3,Full-Time,SaaS
ML Engineer,Infosys,Hyderabad,1125557,"Python, PyTorch, Machine Learning",7,Full-Time,E-Commerce
DevOps Engineer,Cognizant,Delhi,2415753,"Docker, Kubernetes, AWS, Jenkins",3,Full-Time,IT
Data Scientist,Paytm,Delhi,665442,"Python, TensorFlow, Deep Learning",2,Full-Time,SaaS
DevOps Engineer,HCL,Hyderabad,2286753,"Docker, Kubernetes, AWS, Jenkins",5,Full-Time,SaaS
Cyber Security Analyst,Paytm,Pune,540568,"Network Security, SIEM, Python",0,Full-Time,E-Commerce
Data Engineer,Cognizant,Hyderabad,3108047,"AWS, Spark, ETL, SQL",7,Full-Time,SaaS
Data Engineer,Google,Noida,977446,"AWS, Spark, ETL, SQL",2,Full-Time,E-Commerce
Cloud Architect,Paytm,Kolkata,3393660,"AWS, GCP, Kubernetes",6,Full-Time,Security
Product Analyst,Wipro,Bangalore,974193,"SQL, Python, Tableau",2,Full-Time,IT
Business Analyst,Capgemini,Kolkata,2886321,"Excel, SQL, Power BI, Tableau",7,Full-Time,FinTech
Business Analyst,TCS,Pune,3064223,"Excel, SQL, Power BI, Tableau",5,Full-Time,Consulting
Data Scientist,TCS,Hyderabad,2348378,"Python, TensorFlow, Deep Learning",6,Full-Time,Security
Data Engineer,Paytm,Mumbai,3455173,"AWS, Spark, ETL, SQL",0,Full-Time,FinTech
Cloud Engineer,Capgemini,Mumbai,2315495,"AWS, Docker, Kubernetes, Linux",1,Full-Time,E-Commerce
DevOps Engineer,Paytm,Bangalore,1123501,"Docker, Kubernetes, AWS, Jenkins",6,Full-Time,Security
Product Analyst,Paytm,Kolkata,2620504,"SQL, Python, Tableau",2,Full-Time,SaaS
Software Engineer,Amazon,Mumbai,2562121,"Python, Django, PostgreSQL",1,Full-Time,E-Commerce
Data Analyst,IBM,Noida,1434098,"SQL, Tableau, Excel",8,Full-Time,SaaS
Frontend Developer,Microsoft,Kolkata,2425582,"JavaScript, React, HTML, CSS",1,Full-Time,SaaS
AI Engineer,Infosys,Kolkata,1825658,"Python, TensorFlow, Deep Learning",7,Full-Time,IT
Business Analyst,IBM,Bangalore,650290,"Excel, SQL, Power BI, Tableau",6,Full-Time,SaaS
ML Engineer,IBM,Mumbai,2632123,"Python, PyTorch, Machine Learning",4,Full-Time,E-Commerce
Data Engineer,Paytm,Kolkata,1434986,"AWS, Spark, ETL, SQL",0,Full-Time,FinTech
Cyber Security Analyst,Amazon,Kolkata,3256359,"Network Security, SIEM, Python",7,Full-Time,IT
Cyber Security Analyst,Amazon,Chennai,509214,"Network Security, SIEM, Python",3,Full-Time,FinTech
Cloud Engineer,Infosys,Bangalore,3444804,"AWS, Docker, Kubernetes, Linux",5,Full-Time,Consulting
Software Engineer,Cognizant,Mumbai,948629,"Java, Spring Boot, MySQL",6,Full-Time,IT
Product Analyst,Microsoft,Mumbai,1404247,"SQL, Python, Tableau",6,Full-Time,IT
Cyber Security Analyst,Flipkart,Hyderabad,695036,"Network Security, SIEM, Python",6,Full-Time,Consulting
DevOps Engineer,Microsoft,Bangalore,1064704,"Docker, Kubernetes, AWS, Jenkins",8,Full-Time,FinTech
Product Analyst,Microsoft,Pune,2954174,"SQL, Python, Tableau",6,Full-Time,Security
Cloud Architect,Google,Chennai,934336,"AWS, GCP, Kubernetes",2,Full-Time,Consulting
ML Engineer,Google,Chennai,1647544,"Python, PyTorch, Machine Learning",3,Full-Time,Consulting
Cyber Security Analyst,Google,Delhi,1079568,"Network Security, SIEM, Python",2,Full-Time,Security
BI Developer,Accenture,Mumbai,3153246,"Power BI, SQL, DAX",8,Full-Time,FinTech
BI Developer,Amazon,Pune,3379856,"Power BI, SQL, DAX",4,Full-Time,FinTech
Cloud Engineer,Infosys,Chennai,3479435,"AWS, Docker, Kubernetes, Linux",5,Full-Time,FinTech
ML Engineer,HCL,Delhi,3327982,"Python, PyTorch, Machine Learning",6,Full-Time,SaaS
Data Analyst,TCS,Noida,946569,"Python, SQL, Power BI, Excel",8,Full-Time,IT
DevOps Engineer,Cognizant,Pune,1338451,"Docker, Kubernetes, AWS, Jenkins",0,Full-Time,Security
Backend Developer,HCL,Delhi,760184,"Node.js, MongoDB, Express",2,Full-Time,SaaS
Cloud Engineer,Paytm,Kolkata,2004423,"AWS, Docker, Kubernetes, Linux",0,Full-Time,FinTech
Cloud Architect,HCL,Noida,1440813,"AWS, GCP, Kubernetes",8,Full-Time,FinTech
Cyber Security Analyst,Capgemini,Bangalore,3406384,"Network Security, SIEM, Python",4,Full-Time,Consulting
Business Analyst,TCS,Bangalore,2815778,"Excel, SQL, Power BI, Tableau",5,Full-Time,Technology
ML Engineer,Flipkart,Chennai,1446018,"Python, PyTorch, Machine Learning",7,Full-Time,SaaS
BI Developer,Microsoft,Pune,1733870,"Power BI, SQL, DAX",3,Full-Time,Technology
Software Engineer,Google,Bangalore,1000606,"Python, Django, PostgreSQL",8,Full-Time,E-Commerce
Cloud Engineer,Wipro,Delhi,1045538,"AWS, Docker, Kubernetes, Linux",4,Full-Time,E-Commerce
AI Engineer,Wipro,Chennai,667522,"Python, TensorFlow, Deep Learning",2,Full-Time,SaaS
Product Analyst,Zoho,Chennai,2557519,"SQL, Python, Tableau",4,Full-Time,SaaS
BI Developer,Accenture,Pune,2703666,"Power BI, SQL, DAX",5,Full-Time,SaaS
Cloud Engineer,IBM,Noida,2244542,"AWS, Docker, Kubernetes, Linux",2,Full-Time,E-Commerce
Frontend Developer,Amazon,Chennai,3282226,"React, TypeScript, CSS",3,Full-Time,E-Commerce
Frontend Developer,IBM,Bangalore,2491695,"JavaScript, React, HTML, CSS",8,Full-Time,Security
Data Engineer,Flipkart,Mumbai,1508092,"Python, Spark, Hadoop, SQL",7,Full-Time,Security
Product Analyst,Flipkart,Hyderabad,2099592,"SQL, Python, Tableau",5,Full-Time,E-Commerce
Cloud Engineer,Flipkart,Chennai,603623,"AWS, Docker, Kubernetes, Linux",4,Full-Time,Consulting
Data Analyst,Accenture,Chennai,3232707,"Python, SQL, Tableau",4,Full-Time,IT
Data Scientist,IBM,Bangalore,2756429,"Python, Machine Learning, SQL, Pandas",2,Full-Time,Technology
DevOps Engineer,Google,Hyderabad,3374797,"Docker, Kubernetes, AWS, Jenkins",3,Full-Time,FinTech
Cloud Architect,Paytm,Hyderabad,3211874,"AWS, GCP, Kubernetes",6,Full-Time,IT
AI Engineer,Infosys,Hyderabad,658906,"Python, TensorFlow, Deep Learning",5,Full-Time,Technology
Cyber Security Analyst,Infosys,Mumbai,2840774,"Network Security, SIEM, Python",4,Full-Time,Consulting
Business Analyst,Google,Noida,3143322,"Excel, SQL, Power BI, Tableau",7,Full-Time,IT
Business Analyst,TCS,Hyderabad,2743257,"Excel, SQL, Power BI, Tableau",1,Full-Time,Security
Cloud Architect,Flipkart,Hyderabad,2000303,"AWS, GCP, Kubernetes",1,Full-Time,SaaS
DevOps Engineer,Infosys,Delhi,3044121,"Docker, Kubernetes, AWS, Jenkins",4,Full-Time,Consulting
Business Analyst,Wipro,Mumbai,2488048,"Excel, SQL, Power BI, Tableau",0,Full-Time,Security
Business Analyst,Capgemini,Pune,1737229,"Excel, SQL, Power BI, Tableau",8,Full-Time,Security
Product Analyst,IBM,Pune,546767,"SQL, Python, Tableau",5,Full-Time,IT
Data Analyst,IBM,Hyderabad,2752978,"SQL, Tableau, Excel",6,Full-Time,Technology
BI Developer,Google,Pune,1388089,"Power BI, SQL, DAX",5,Full-Time,Technology
Frontend Developer,Infosys,Pune,1315063,"JavaScript, React, HTML, CSS",4,Full-Time,SaaS
Cyber Security Analyst,Capgemini,Hyderabad,2434686,"Network Security, SIEM, Python",8,Full-Time,Security
Data Scientist,Accenture,Kolkata,911890,"Python, TensorFlow, Deep Learning",4,Full-Time,E-Commerce
Software Engineer,Cognizant,Hyderabad,919619,"Java, Spring Boot, MySQL",3,Full-Time,E-Commerce
AI Engineer,Oracle,Delhi,1877183,"Python, TensorFlow, Deep Learning",7,Full-Time,FinTech
ML Engineer,Google,Pune,1826797,"Python, PyTorch, Machine Learning",5,Full-Time,E-Commerce
Frontend Developer,HCL,Noida,3487179,"React, TypeScript, CSS",3,Full-Time,SaaS
Data Engineer,HCL,Chennai,3350365,"AWS, Spark, ETL, SQL",2,Full-Time,Consulting
AI Engineer,Microsoft,Hyderabad,1781241,"Python, TensorFlow, Deep Learning",5,Full-Time,Security
ML Engineer,Paytm,Pune,1676988,"Python, PyTorch, Machine Learning",1,Full-Time,E-Commerce
BI Developer,Flipkart,Bangalore,816250,"Power BI, SQL, DAX",1,Full-Time,SaaS
ML Engineer,Accenture,Bangalore,2974791,"Python, PyTorch, Machine Learning",6,Full-Time,FinTech
Product Analyst,Capgemini,Pune,2480147,"SQL, Python, Tableau",8,Full-Time,Consulting
Frontend Developer,Microsoft,Hyderabad,1061538,"React, TypeScript, CSS",4,Full-Time,E-Commerce
Cloud Engineer,Accenture,Pune,3279475,"AWS, Docker, Kubernetes, Linux",0,Full-Time,Consulting
Software Engineer,Oracle,Pune,2875474,"Python, Django, PostgreSQL",2,Full-Time,E-Commerce
Data Analyst,Accenture,Hyderabad,2545319,"SQL, Tableau, Excel",3,Full-Time,E-Commerce
Frontend Developer,Accenture,Chennai,3304251,"React, TypeScript, CSS",0,Full-Time,Consulting
Product Analyst,TCS,Chennai,694772,"SQL, Python, Tableau",7,Full-Time,Security
Cloud Engineer,Oracle,Pune,1604427,"AWS, Docker, Kubernetes, Linux",4,Full-Time,Security
Business Analyst,Capgemini,Hyderabad,2964903,"Excel, SQL, Power BI, Tableau",5,Full-Time,Consulting
Product Analyst,Google,Chennai,2665820,"SQL, Python, Tableau",3,Full-Time,Consulting
Cyber Security Analyst,TCS,Pune,3034244,"Network Security, SIEM, Python",7,Full-Time,Technology
Frontend Developer,Capgemini,Delhi,2658142,"JavaScript, React, HTML, CSS",1,Full-Time,Technology
Software Engineer,Oracle,Hyderabad,2019273,"Java, Spring Boot, MySQL",2,Full-Time,Consulting
Cyber Security Analyst,Microsoft,Kolkata,975376,"Network Security, SIEM, Python",5,Full-Time,Technology
ML Engineer,Paytm,Noida,3214801,"Python, PyTorch, Machine Learning",2,Full-Time,Technology
Data Analyst,Oracle,Pune,2905376,"Python, SQL, Power BI, Excel",2,Full-Time,Security
Cloud Engineer,Wipro,Bangalore,2900271,"AWS, Docker, Kubernetes, Linux",0,Full-Time,E-Commerce
Product Analyst,Google,Bangalore,2666948,"SQL, Python, Tableau",2,Full-Time,IT
Frontend Developer,Microsoft,Kolkata,3043953,"JavaScript, React, HTML, CSS",7,Full-Time,Technology
Cloud Architect,Wipro,Pune,3020100,"AWS, GCP, Kubernetes",6,Full-Time,Technology
BI Developer,Oracle,Hyderabad,2401991,"Power BI, SQL, DAX",5,Full-Time,Consulting
Business Analyst,TCS,Mumbai,955376,"Excel, SQL, Power BI, Tableau",2,Full-Time,SaaS
Software Engineer,Microsoft,Bangalore,1244162,"Java, Spring Boot, MySQL",1,Full-Time,IT
AI Engineer,IBM,Bangalore,3031156,"Python, TensorFlow, Deep Learning",2,Full-Time,FinTech
Business Analyst,HCL,Noida,682193,"Excel, SQL, Power BI, Tableau",5,Full-Time,SaaS
AI Engineer,Oracle,Hyderabad,1970178,"Python, TensorFlow, Deep Learning",6,Full-Time,Technology
Backend Developer,Flipkart,Hyderabad,1475229,"Python, Django, PostgreSQL",7,Full-Time,FinTech
Product Analyst,Cognizant,Mumbai,2213988,"SQL, Python, Tableau",8,Full-Time,Security
BI Developer,IBM,Hyderabad,2924253,"Power BI, SQL, DAX",0,Full-Time,Consulting
DevOps Engineer,Zoho,Chennai,3384702,"Docker, Kubernetes, AWS, Jenkins",3,Full-Time,E-Commerce
Data Scientist,Capgemini,Delhi,2287073,"Python, TensorFlow, Deep Learning",2,Full-Time,SaaS
Cloud Engineer,Amazon,Delhi,2868398,"AWS, Docker, Kubernetes, Linux",6,Full-Time,SaaS
Frontend Developer,Zoho,Kolkata,2815695,"JavaScript, React, HTML, CSS",6,Full-Time,E-Commerce
Cloud Engineer,Cognizant,Delhi,2529037,"AWS, Docker, Kubernetes, Linux",8,Full-Time,SaaS
BI Developer,Paytm,Hyderabad,1079101,"Power BI, SQL, DAX",6,Full-Time,Consulting
Cyber Security Analyst,Accenture,Noida,920599,"Network Security, SIEM, Python",2,Full-Time,SaaS
Cloud Engineer,Google,Bangalore,1174184,"AWS, Docker, Kubernetes, Linux",0,Full-Time,SaaS
Software Engineer,Google,Hyderabad,3017611,"Java, Spring Boot, MySQL",7,Full-Time,E-Commerce
Frontend Developer,Oracle,Bangalore,835710,"React, TypeScript, CSS",5,Full-Time,Consulting
ML Engineer,HCL,Bangalore,1701539,"Python, PyTorch, Machine Learning",8,Full-Time,Security
AI Engineer,Accenture,Delhi,544922,"Python, TensorFlow, Deep Learning",7,Full-Time,IT
Cyber Security Analyst,HCL,Mumbai,2663479,"Network Security, SIEM, Python",8,Full-Time,Security
Data Analyst,Capgemini,Bangalore,1503515,"Python, SQL, Power BI, Excel",5,Full-Time,IT
Backend Developer,Capgemini,Noida,1981124,"Python, Django, PostgreSQL",6,Full-Time,FinTech
Frontend Developer,HCL,Hyderabad,564451,"JavaScript, React, HTML, CSS",8,Full-Time,FinTech
Backend Developer,Amazon,Chennai,2944995,"Python, Django, PostgreSQL",8,Full-Time,Technology
ML Engineer,Flipkart,Noida,2407397,"Python, PyTorch, Machine Learning",3,Full-Time,E-Commerce
Software Engineer,Infosys,Hyderabad,2623316,"Python, Django, PostgreSQL",6,Full-Time,E-Commerce
Data Scientist,Flipkart,Delhi,1580844,"Python, TensorFlow, Deep Learning",8,Full-Time,Consulting
ML Engineer,Zoho,Chennai,1520361,"Python, PyTorch, Machine Learning",7,Full-Time,Security
AI Engineer,Infosys,Delhi,2521529,"Python, TensorFlow, Deep Learning",0,Full-Time,Consulting
DevOps Engineer,HCL,Mumbai,3339178,"Docker, Kubernetes, AWS, Jenkins",3,Full-Time,Consulting
Data Engineer,TCS,Delhi,2746686,"Python, Spark, Hadoop, SQL",8,Full-Time,E-Commerce
Data Scientist,HCL,Chennai,3325693,"Python, Machine Learning, SQL, Pandas",6,Full-Time,FinTech
Product Analyst,Amazon,Chennai,2498818,"SQL, Python, Tableau",2,Full-Time,FinTech
Backend Developer,Flipkart,Mumbai,3365159,"Python, Django, PostgreSQL",2,Full-Time,Security
Frontend Developer,Paytm,Delhi,1515258,"JavaScript, React, HTML, CSS",3,Full-Time,Technology
Frontend Developer,Amazon,Pune,3094583,"JavaScript, React, HTML, CSS",3,Full-Time,IT
Product Analyst,Capgemini,Kolkata,3334561,"SQL, Python, Tableau",1,Full-Time,SaaS
Cloud Architect,Paytm,Kolkata,677264,"AWS, GCP, Kubernetes",8,Full-Time,FinTech
Data Engineer,Paytm,Delhi,2909708,"AWS, Spark, ETL, SQL",7,Full-Time,Technology
Cyber Security Analyst,Google,Mumbai,1675523,"Network Security, SIEM, Python",8,Full-Time,IT
Cloud Engineer,IBM,Bangalore,2506219,"AWS, Docker, Kubernetes, Linux",6,Full-Time,Consulting
Cloud Architect,Infosys,Kolkata,2417619,"AWS, GCP, Kubernetes",2,Full-Time,Security
Data Analyst,Accenture,Noida,3327393,"Python, SQL, Tableau",0,Full-Time,IT
Data Engineer,Paytm,Delhi,3070177,"Python, Spark, Hadoop, SQL",5,Full-Time,FinTech
Backend Developer,Microsoft,Chennai,1629980,"Python, Django, PostgreSQL",3,Full-Time,Technology
AI Engineer,Google,Chennai,1383037,"Python, TensorFlow, Deep Learning",6,Full-Time,SaaS
Business Analyst,Wipro,Pune,2390494,"Excel, SQL, Power BI, Tableau",4,Full-Time,SaaS
Data Scientist,IBM,Noida,1489038,"Python, TensorFlow, Deep Learning",4,Full-Time,Technology
Software Engineer,Zoho,Bangalore,2483851,"Java, Spring Boot, MySQL",2,Full-Time,Consulting
AI Engineer,IBM,Chennai,3145146,"Python, TensorFlow, Deep Learning",2,Full-Time,E-Commerce
Backend Developer,TCS,Noida,2881670,"Node.js, MongoDB, Express",8,Full-Time,Security
Software Engineer,Paytm,Delhi,1403735,"Python, Django, PostgreSQL",0,Full-Time,SaaS
DevOps Engineer,HCL,Chennai,2386827,"Docker, Kubernetes, AWS, Jenkins",1,Full-Time,E-Commerce
Data Engineer,Flipkart,Delhi,2838288,"AWS, Spark, ETL, SQL",8,Full-Time,IT
Business Analyst,Paytm,Mumbai,1972580,"Excel, SQL, Power BI, Tableau",1,Full-Time,SaaS
